text,label
aaj ka din kaafi productive tha,non-cyberbullying
chal nikal yaha se mkb bro,cyberbullying
thoda rest le lo sab theek ho jayega bro,non-cyberbullying
tumhari progress clearly dikh rahi hai,non-cyberbullying
tu bas time waste karta hai mc yrr,cyberbullying
sab log tujhe bc bolte hain seriously,cyberbullying
let's focus on improvement together 👍,non-cyberbullying
online mat aaya kar nigga smh,cyberbullying
great effort keep learning daily 👍,non-cyberbullying
let's focus on improvement together bro,non-cyberbullying
kal milte hain project discuss karne 🙂,non-cyberbullying
itna mkc kaise ho sakta hai banda yrr,cyberbullying
tumne jo kaam kiya wo kaafi acha tha 👍,non-cyberbullying
online mat aaya kar mkc smh,cyberbullying
chal nikal yaha se mkc seriously,cyberbullying
great effort keep learning daily,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha 👍,non-cyberbullying
practice se sab better ho jata hai bro,non-cyberbullying
positive rehna important hota hai 👍,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha 👍,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha 👍,non-cyberbullying
itna wtf kaise ho sakta hai banda bro,cyberbullying
itna randi kaise ho sakta hai banda,cyberbullying
kisi ko tu pasand nahi hai mc bro,cyberbullying
tumne jo kaam kiya wo kaafi acha tha 🙂,non-cyberbullying
chal nikal yaha se randi yrr,cyberbullying
tu bas time waste karta hai bkc smh,cyberbullying
tera dimaag kharab hai kya bkc seriously,cyberbullying
practice se sab better ho jata hai bro,non-cyberbullying
chup reh warna dekh lunga bkc yrr,cyberbullying
tu pura mc hai samjha kya bro,cyberbullying
tu life me kuch nahi karega bc smh,cyberbullying
great effort keep learning daily bro,non-cyberbullying
tu life me kuch nahi karega randi smh,cyberbullying
thoda rest le lo sab theek ho jayega yrr,non-cyberbullying
tumhari progress clearly dikh rahi hai 🙂,non-cyberbullying
tu pura randi hai samjha kya lol,cyberbullying
let's focus on improvement together 🙂,non-cyberbullying
tera dimaag kharab hai kya bkc,cyberbullying
tu life me kuch nahi karega bitch fr,cyberbullying
positive rehna important hota hai 👍,non-cyberbullying
great effort keep learning daily,non-cyberbullying
tera dimaag kharab hai kya mc bro,cyberbullying
kisi ko tu pasand nahi hai mkb smh,cyberbullying
tera dimaag kharab hai kya mkb lol,cyberbullying
aaj ka din kaafi productive tha,non-cyberbullying
tumhari progress clearly dikh rahi hai,non-cyberbullying
chal nikal yaha se bkl smh,cyberbullying
kal milte hain project discuss karne yrr,non-cyberbullying
chal nikal yaha se bc fr,cyberbullying
itna wtf kaise ho sakta hai banda smh,cyberbullying
sab log tujhe wtf bolte hain bro,cyberbullying
tumhari progress clearly dikh rahi hai 🙂,non-cyberbullying
itna chutiya kaise ho sakta hai banda yrr,cyberbullying
kisi ko tu pasand nahi hai bkc yrr,cyberbullying
tu bas time waste karta hai randi seriously,cyberbullying
online mat aaya kar mkb yrr,cyberbullying
tumhari progress clearly dikh rahi hai 👍,non-cyberbullying
great effort keep learning daily,non-cyberbullying
tumhari progress clearly dikh rahi hai 👍,non-cyberbullying
let's focus on improvement together,non-cyberbullying
tu life me kuch nahi karega mkb smh,cyberbullying
tumhari progress clearly dikh rahi hai bro,non-cyberbullying
tumhari progress clearly dikh rahi hai 🙂,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha yrr,non-cyberbullying
kal milte hain project discuss karne bro,non-cyberbullying
thoda rest le lo sab theek ho jayega yrr,non-cyberbullying
positive rehna important hota hai 👍,non-cyberbullying
sab log tujhe bitch bolte hain lol,cyberbullying
tu bas time waste karta hai nigga fr,cyberbullying
tu life me kuch nahi karega son of a bitch lol,cyberbullying
let's focus on improvement together,non-cyberbullying
great effort keep learning daily yrr,non-cyberbullying
chup reh warna dekh lunga bc fr,cyberbullying
sab log tujhe mkb bolte hain,cyberbullying
let's focus on improvement together 🙂,non-cyberbullying
tera dimaag kharab hai kya mkb yrr,cyberbullying
chal nikal yaha se nigga seriously,cyberbullying
kal milte hain project discuss karne bro,non-cyberbullying
great effort keep learning daily 👍,non-cyberbullying
kal milte hain project discuss karne 🙂,non-cyberbullying
tu bas time waste karta hai asshole yrr,cyberbullying
chal nikal yaha se son of a bitch seriously,cyberbullying
chal nikal yaha se mkb smh,cyberbullying
thoda rest le lo sab theek ho jayega,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha 👍,non-cyberbullying
tu pura chutiya hai samjha kya fr,cyberbullying
tera dimaag kharab hai kya asshole seriously,cyberbullying
kal milte hain project discuss karne 🙂,non-cyberbullying
online mat aaya kar bkl lol,cyberbullying
tumhari progress clearly dikh rahi hai,non-cyberbullying
great effort keep learning daily yrr,non-cyberbullying
practice se sab better ho jata hai bro,non-cyberbullying
chup reh warna dekh lunga mkb smh,cyberbullying
sab log tujhe chutiya bolte hain smh,cyberbullying
tu bas time waste karta hai bc seriously,cyberbullying
tu pura wtf hai samjha kya bro,cyberbullying
tu bas time waste karta hai bkl lol,cyberbullying
sab log tujhe bc bolte hain,cyberbullying
itna randi kaise ho sakta hai banda lol,cyberbullying
tumhari progress clearly dikh rahi hai,non-cyberbullying
online mat aaya kar randi smh,cyberbullying
positive rehna important hota hai bro,non-cyberbullying
sab log tujhe mc bolte hain fr,cyberbullying
tumne jo kaam kiya wo kaafi acha tha bro,non-cyberbullying
kal milte hain project discuss karne yrr,non-cyberbullying
itna mkb kaise ho sakta hai banda,cyberbullying
thoda rest le lo sab theek ho jayega 🙂,non-cyberbullying
kal milte hain project discuss karne yrr,non-cyberbullying
itna asshole kaise ho sakta hai banda lol,cyberbullying
tera dimaag kharab hai kya nigga smh,cyberbullying
tera dimaag kharab hai kya wtf,cyberbullying
tu life me kuch nahi karega nigga bro,cyberbullying
practice se sab better ho jata hai,non-cyberbullying
positive rehna important hota hai yrr,non-cyberbullying
itna son of a bitch kaise ho sakta hai banda bro,cyberbullying
tu life me kuch nahi karega asshole smh,cyberbullying
practice se sab better ho jata hai 🙂,non-cyberbullying
chup reh warna dekh lunga bkl lol,cyberbullying
kal milte hain project discuss karne,non-cyberbullying
let's focus on improvement together bro,non-cyberbullying
kal milte hain project discuss karne yrr,non-cyberbullying
tu pura mc hai samjha kya,cyberbullying
sab log tujhe randi bolte hain fr,cyberbullying
aaj ka din kaafi productive tha,non-cyberbullying
thoda rest le lo sab theek ho jayega,non-cyberbullying
thoda rest le lo sab theek ho jayega yrr,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha 🙂,non-cyberbullying
itna bkl kaise ho sakta hai banda yrr,cyberbullying
itna son of a bitch kaise ho sakta hai banda fr,cyberbullying
chup reh warna dekh lunga nigga bro,cyberbullying
koi help chahiye ho to bata dena 👍,non-cyberbullying
great effort keep learning daily,non-cyberbullying
chal nikal yaha se son of a bitch smh,cyberbullying
tu life me kuch nahi karega asshole yrr,cyberbullying
koi help chahiye ho to bata dena 👍,non-cyberbullying
chup reh warna dekh lunga chutiya bro,cyberbullying
chal nikal yaha se asshole smh,cyberbullying
kisi ko tu pasand nahi hai wtf yrr,cyberbullying
kal milte hain project discuss karne bro,non-cyberbullying
kisi ko tu pasand nahi hai son of a bitch fr,cyberbullying
koi help chahiye ho to bata dena 👍,non-cyberbullying
kal milte hain project discuss karne,non-cyberbullying
kal milte hain project discuss karne,non-cyberbullying
tu life me kuch nahi karega son of a bitch seriously,cyberbullying
tu life me kuch nahi karega bkc bro,cyberbullying
kisi ko tu pasand nahi hai wtf lol,cyberbullying
tu pura bc hai samjha kya smh,cyberbullying
aaj ka din kaafi productive tha yrr,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha 🙂,non-cyberbullying
aaj ka din kaafi productive tha 👍,non-cyberbullying
tera dimaag kharab hai kya son of a bitch fr,cyberbullying
great effort keep learning daily yrr,non-cyberbullying
kisi ko tu pasand nahi hai bitch seriously,cyberbullying
tumhari progress clearly dikh rahi hai yrr,non-cyberbullying
itna nigga kaise ho sakta hai banda bro,cyberbullying
kal milte hain project discuss karne 👍,non-cyberbullying
sab log tujhe son of a bitch bolte hain smh,cyberbullying
itna randi kaise ho sakta hai banda,cyberbullying
great effort keep learning daily yrr,non-cyberbullying
itna bkc kaise ho sakta hai banda seriously,cyberbullying
tu bas time waste karta hai nigga,cyberbullying
tu pura nigga hai samjha kya seriously,cyberbullying
itna wtf kaise ho sakta hai banda seriously,cyberbullying
let's focus on improvement together 🙂,non-cyberbullying
great effort keep learning daily yrr,non-cyberbullying
chal nikal yaha se chutiya,cyberbullying
thoda rest le lo sab theek ho jayega 🙂,non-cyberbullying
aaj ka din kaafi productive tha 🙂,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha,non-cyberbullying
let's focus on improvement together 👍,non-cyberbullying
let's focus on improvement together 👍,non-cyberbullying
thoda rest le lo sab theek ho jayega 🙂,non-cyberbullying
itna randi kaise ho sakta hai banda yrr,cyberbullying
tu pura wtf hai samjha kya bro,cyberbullying
tu bas time waste karta hai chutiya seriously,cyberbullying
chup reh warna dekh lunga asshole fr,cyberbullying
chal nikal yaha se bkl smh,cyberbullying
practice se sab better ho jata hai yrr,non-cyberbullying
great effort keep learning daily yrr,non-cyberbullying
tera dimaag kharab hai kya chutiya bro,cyberbullying
online mat aaya kar mkc bro,cyberbullying
tumne jo kaam kiya wo kaafi acha tha,non-cyberbullying
tu pura asshole hai samjha kya seriously,cyberbullying
great effort keep learning daily,non-cyberbullying
online mat aaya kar bitch bro,cyberbullying
tu life me kuch nahi karega bitch smh,cyberbullying
chal nikal yaha se wtf smh,cyberbullying
thoda rest le lo sab theek ho jayega bro,non-cyberbullying
online mat aaya kar chutiya fr,cyberbullying
tera dimaag kharab hai kya mkc lol,cyberbullying
tera dimaag kharab hai kya wtf lol,cyberbullying
online mat aaya kar bkc smh,cyberbullying
aaj ka din kaafi productive tha 👍,non-cyberbullying
thoda rest le lo sab theek ho jayega yrr,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha 🙂,non-cyberbullying
koi help chahiye ho to bata dena 🙂,non-cyberbullying
tumhari progress clearly dikh rahi hai yrr,non-cyberbullying
thoda rest le lo sab theek ho jayega 🙂,non-cyberbullying
practice se sab better ho jata hai yrr,non-cyberbullying
chup reh warna dekh lunga son of a bitch smh,cyberbullying
kal milte hain project discuss karne 👍,non-cyberbullying
positive rehna important hota hai bro,non-cyberbullying
tumhari progress clearly dikh rahi hai 👍,non-cyberbullying
tu bas time waste karta hai chutiya fr,cyberbullying
tumhari progress clearly dikh rahi hai 👍,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha,non-cyberbullying
kisi ko tu pasand nahi hai nigga lol,cyberbullying
tera dimaag kharab hai kya bkc bro,cyberbullying
aaj ka din kaafi productive tha 👍,non-cyberbullying
great effort keep learning daily bro,non-cyberbullying
sab log tujhe bc bolte hain lol,cyberbullying
koi help chahiye ho to bata dena yrr,non-cyberbullying
chup reh warna dekh lunga mc smh,cyberbullying
online mat aaya kar nigga fr,cyberbullying
tera dimaag kharab hai kya son of a bitch seriously,cyberbullying
itna randi kaise ho sakta hai banda lol,cyberbullying
tumhari progress clearly dikh rahi hai 👍,non-cyberbullying
aaj ka din kaafi productive tha 🙂,non-cyberbullying
aaj ka din kaafi productive tha,non-cyberbullying
online mat aaya kar chutiya,cyberbullying
thoda rest le lo sab theek ho jayega 👍,non-cyberbullying
practice se sab better ho jata hai 👍,non-cyberbullying
koi help chahiye ho to bata dena yrr,non-cyberbullying
thoda rest le lo sab theek ho jayega 🙂,non-cyberbullying
itna bkl kaise ho sakta hai banda,cyberbullying
chup reh warna dekh lunga nigga bro,cyberbullying
aaj ka din kaafi productive tha yrr,non-cyberbullying
online mat aaya kar bc yrr,cyberbullying
koi help chahiye ho to bata dena 🙂,non-cyberbullying
tumhari progress clearly dikh rahi hai bro,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha 🙂,non-cyberbullying
tumhari progress clearly dikh rahi hai yrr,non-cyberbullying
tu life me kuch nahi karega mkb smh,cyberbullying
tera dimaag kharab hai kya bkc yrr,cyberbullying
let's focus on improvement together 👍,non-cyberbullying
koi help chahiye ho to bata dena bro,non-cyberbullying
great effort keep learning daily,non-cyberbullying
tu life me kuch nahi karega bkc lol,cyberbullying
kal milte hain project discuss karne bro,non-cyberbullying
tu pura wtf hai samjha kya lol,cyberbullying
sab log tujhe asshole bolte hain,cyberbullying
aaj ka din kaafi productive tha 🙂,non-cyberbullying
kal milte hain project discuss karne 👍,non-cyberbullying
aaj ka din kaafi productive tha 👍,non-cyberbullying
tumhari progress clearly dikh rahi hai,non-cyberbullying
chal nikal yaha se asshole yrr,cyberbullying
great effort keep learning daily 👍,non-cyberbullying
tera dimaag kharab hai kya nigga,cyberbullying
koi help chahiye ho to bata dena 👍,non-cyberbullying
tu pura mc hai samjha kya lol,cyberbullying
let's focus on improvement together bro,non-cyberbullying
koi help chahiye ho to bata dena 🙂,non-cyberbullying
sab log tujhe wtf bolte hain smh,cyberbullying
thoda rest le lo sab theek ho jayega bro,non-cyberbullying
online mat aaya kar wtf yrr,cyberbullying
positive rehna important hota hai 👍,non-cyberbullying
chal nikal yaha se chutiya smh,cyberbullying
positive rehna important hota hai,non-cyberbullying
great effort keep learning daily 🙂,non-cyberbullying
tumhari progress clearly dikh rahi hai yrr,non-cyberbullying
thoda rest le lo sab theek ho jayega bro,non-cyberbullying
kisi ko tu pasand nahi hai mkb yrr,cyberbullying
chal nikal yaha se nigga smh,cyberbullying
koi help chahiye ho to bata dena 🙂,non-cyberbullying
tu life me kuch nahi karega bitch lol,cyberbullying
koi help chahiye ho to bata dena 👍,non-cyberbullying
tu pura bitch hai samjha kya fr,cyberbullying
sab log tujhe randi bolte hain seriously,cyberbullying
practice se sab better ho jata hai yrr,non-cyberbullying
great effort keep learning daily,non-cyberbullying
let's focus on improvement together 🙂,non-cyberbullying
let's focus on improvement together,non-cyberbullying
koi help chahiye ho to bata dena 🙂,non-cyberbullying
tu bas time waste karta hai son of a bitch lol,cyberbullying
itna wtf kaise ho sakta hai banda lol,cyberbullying
practice se sab better ho jata hai,non-cyberbullying
tu bas time waste karta hai bitch smh,cyberbullying
practice se sab better ho jata hai,non-cyberbullying
koi help chahiye ho to bata dena 🙂,non-cyberbullying
positive rehna important hota hai yrr,non-cyberbullying
thoda rest le lo sab theek ho jayega 🙂,non-cyberbullying
thoda rest le lo sab theek ho jayega 🙂,non-cyberbullying
positive rehna important hota hai,non-cyberbullying
online mat aaya kar nigga smh,cyberbullying
great effort keep learning daily,non-cyberbullying
tumhari progress clearly dikh rahi hai bro,non-cyberbullying
online mat aaya kar chutiya yrr,cyberbullying
kisi ko tu pasand nahi hai bkc fr,cyberbullying
tu pura chutiya hai samjha kya yrr,cyberbullying
